"locus","anchor_hog","direction","n_main_pathways","n_deployment_rankings","best_pathway_fdr","max_deployment_pair_agreement","pathway_terms","topology_metric","topology_group_separation","topology_exact_p","topology_feature","topology_median","topology_pair_agreement","topology_direction","topology_supported","BDIS","BSYL","HVUL","HJUB","BMAX","BMED","VBRO","FPRA","mean_effect_size","max_q","n_multicopy_species","best_arabi_gene","best_arabi_defline","best_rice_gene","best_rice_defline","hotspot_rank_within_direction"
"Bradi4g33310","HOG:0026838","perennial",2,2,0.00504547220261103,3,"protein binding;transport","matched_edge_correlation",0.0884747733561225,0.0285714285714286,"anchor_module_mean_strength_ratio",0.236155553226825,3,"annual",FALSE,"Bradi4g33310.v3.2","Brasyl.5G374200.v2.1","HORVU.MOREX.r3.6HG0619580.V3","HJUBATUM.BCC2055.r1.6H_1G00682650","gene-Bmax_egapxtmp_026957","BMED2_gene-Bmax_egapxtmp_026957","VULPIA.BROMOIDES.r1.ctg30G00387250","gene-Fpra_egapxtmp_047351",8.16800318945198,0.000607634894207157,0,"AT5G24350","(1 of 1) PTHR15922:SF2 - NEUROBLASTOMA-AMPLIFIED SEQUENCE","LOC_Os12g13150","expressed protein",15
"Bradi3g29700","HOG:0027639","perennial",2,2,0.00504547220261103,4,"membraneless organelle;protein binding","neighborhood_jaccard",-0.00421732811010653,0.6,"anchor_module_mean_strength_ratio",0.196526808818743,3,"annual",FALSE,"Bradi3g29700.v3.2","Brasyl.3G158900.v2.1","HORVU.MOREX.r3.1HG0046420.V3","HJUBATUM.BCC2055.r1.1H_1G00042730","gene-Bmax_egapxtmp_016017","BMED2_gene-Bmax_egapxtmp_016017","VULPIA.BROMOIDES.r1.ctg22G00230430","gene-Fpra_egapxtmp_004514",4.84841510261364,0.0166240675324758,0,"","","","",16
"Bradi1g05122","HOG:0028850","perennial",2,2,0.0261726176354022,4,"endomembrane system;transport","module_edge_jaccard",0.020817184786005,0.342857142857143,"recurrent_coverage",0.0774647887323945,2,"annual",FALSE,"Bradi1g05122.v3.2","Brasyl.2G357200.v2.1","HORVU.MOREX.r3.5HG0520760.V3","HJUBATUM.BCC2055.r1.5H_1G00567630","gene-Bmax_egapxtmp_042023","BMED2_gene-Bmax_egapxtmp_042023","VULPIA.BROMOIDES.r1.ctg99G00571930","gene-Fpra_egapxtmp_000968",4.00017006363763,0.047232116178521,1,"AT1G75850","VPS35 homolog B","LOC_Os03g58700","vacuolar protein sorting-associated protein 35, putative, expressed",17
"Bradi4g35977","HOG:0027918","perennial",3,1,0.00192618127129579,3,"DNA binding;protein binding;zinc ion binding","matched_edge_correlation",0.0695647545338484,0.0857142857142857,"internal_edge_density",0.0869312483882445,3,"annual",FALSE,"Bradi4g35977.v3.2","Brasyl.5G407700.v2.1","HORVU.MOREX.r3.5HG0498460.V3","HJUBATUM.BCC2055.r1.5H_1G00545700","gene-Bmax_egapxtmp_034439","BMED2_gene-Bmax_egapxtmp_034439","VULPIA.BROMOIDES.r1.ctg15G00124410","gene-Fpra_egapxtmp_015136",11.0118149301397,8.62751533037932e-06,0,"AT2G16485","nucleic acid binding;zinc ion binding;DNA binding","LOC_Os09g36090","plus-3 domain containing protein, expressed",18
"Bradi1g26940","HOG:0025149","perennial",3,1,0.00192618127129579,4,"DNA binding;protein binding;zinc ion binding","neighborhood_jaccard",0.0214708112741365,0.0857142857142857,"internal_edge_density",0.0061494301698478,3,"annual",FALSE,"Bradi1g26940.v3.2","Brasyl.6G120700.v2.1","HORVU.MOREX.r3.2HG0143700.V3","HJUBATUM.BCC2055.r1.2H_1G00149780","gene-Bmax_egapxtmp_006146","BMED2_gene-Bmax_egapxtmp_006146","VULPIA.BROMOIDES.r1.ctg105G00020640","gene-Fpra_egapxtmp_027010",10.0485342179549,0.000266732103742468,0,"AT5G44800","chromatin remodeling 4","LOC_Os07g31450","CHR4/MI-2-LIKE, putative, expressed",19
"Bradi3g52460","HOG:0021123","perennial",3,1,0.00323514598498051,3,"membraneless organelle;structural molecule activity;translation","neighborhood_jaccard",0.00995582314144261,0.2,"internal_edge_density",0.054218480914633,3,"annual",FALSE,"Bradi3g52460.v3.2","Brasyl.4G103600.v2.1","HORVU.MOREX.r3.2HG0194250.V3","HJUBATUM.BCC2055.r1.2H_1G00202580","gene-Bmax_egapxtmp_027942","BMED2_gene-Bmax_egapxtmp_027942","VULPIA.BROMOIDES.r1.ctg126G00051820","gene-Fpra_egapxtmp_014398",6.92206441074207,1.85023238318551e-09,0,"AT2G37190","Ribosomal protein L11 family protein","LOC_Os04g50990","L11 domain containing ribosomal protein, putative, expressed",20
"Bradi3g01190","HOG:0000122","perennial",3,1,0.00323514598498051,3,"membraneless organelle;structural molecule activity;translation","neighborhood_jaccard",0.00224784899789746,0.342857142857143,"internal_edge_density",0.0523004763136342,2,"annual",FALSE,"Bradi3g01190.v3.2","Brasyl.4G070600.v2.1","HORVU.MOREX.r3.6HG0628850.V3","HJUBATUM.BCC2055.r1.6H_1G00695940","gene-Bmax_egapxtmp_026151","BMED2_gene-Bmax_egapxtmp_026151","VULPIA.BROMOIDES.r1.ctg153G00125260","gene-Fpra_egapxtmp_003257",7.71698612174843,1.4613154859687e-06,0,"AT1G52300","Zinc-binding ribosomal protein family protein","","",21
"Bradi1g27332","HOG:0024337","perennial",3,1,0.00323514598498051,3,"membraneless organelle;structural molecule activity;translation","neighborhood_jaccard",0.00443300770625155,0.4,"internal_edge_density",0.0465590561180639,4,"annual",FALSE,"Bradi1g27332.v3.2","Brasyl.3G115600.v2.1","HORVU.MOREX.r3.2HG0146330.V3","HJUBATUM.BCC2055.r1.2H_1G00149880","gene-Bmax_egapxtmp_005575","BMED2_gene-Bmax_egapxtmp_005575","VULPIA.BROMOIDES.r1.ctg105G00021470","gene-Fpra_egapxtmp_009325",6.44065945273785,4.508185511318e-10,0,"AT4G16720","Ribosomal protein L23/L15e family protein","LOC_Os03g40180","60S ribosomal protein L15, putative, expressed",22
"Bradi1g17920","HOG:0023227","perennial",3,1,0.00323514598498051,3,"membraneless organelle;structural molecule activity;translation","neighborhood_jaccard",0.00562642380154627,0.371428571428571,"recurrent_coverage",-0.0375,3,"perennial",FALSE,"Bradi1g17920.v3.2","Brasyl.2G181700.v2.1","HORVU.MOREX.r3.2HG0112820.V3","HJUBATUM.BCC2055.r1.2H_1G00122740","gene-Bmax_egapxtmp_008384","BMED2_gene-Bmax_egapxtmp_008384","VULPIA.BROMOIDES.r1.ctg16G00130390","gene-Fpra_egapxtmp_006142",6.28529879823581,1.13589892227104e-13,2,"AT3G16780","Ribosomal protein L19e family protein","","",23
"Bradi4g24610","HOG:0007833","perennial",3,1,0.00323514598498051,3,"membraneless organelle;structural molecule activity;translation","neighborhood_jaccard",0.00258355549973549,0.371428571428571,"internal_edge_density",0.0295862474729503,3,"annual",FALSE,"Bradi4g24610.v3.2","Brasyl.5G275100.v2.1","HORVU.MOREX.r3.4HG0349380.V3","HJUBATUM.BCC2055.r1.4H_1G00373820","gene-Bmax_egapxtmp_034321","BMED2_gene-Bmax_egapxtmp_034321","VULPIA.BROMOIDES.r1.ctg14G00079590","gene-Fpra_egapxtmp_016667",6.34361257946475,5.51426200981013e-12,0,"AT1G61580","R-protein L3 B","LOC_Os12g07010","ribosomal protein L3, putative, expressed",24
"Bradi1g62210","HOG:0028636","perennial",2,1,0.00051222683354019,3,"cytoplasm;transport","module_edge_jaccard",0.0213987869745493,0.0857142857142857,"anchor_module_mean_strength_ratio",0.219912947094603,3,"annual",FALSE,"Bradi1g62210.v3.2","Brasyl.2G192700.v2.1","HORVU.MOREX.r3.4HG0374910.V3","HJUBATUM.BCC2055.r1.4H_1G00401100","gene-Bmax_egapxtmp_043678","BMED2_gene-Bmax_egapxtmp_043678","VULPIA.BROMOIDES.r1.ctg16G00128650","gene-Fpra_egapxtmp_035960",5.0411153171061,0.000686127017006026,0,"AT4G11380","Adaptin family protein","LOC_Os03g23950","adapitin protein, putative, expressed",25
"Bradi5g09930","HOG:0016371","perennial",2,1,0.00051222683354019,3,"cytoplasm;transport","module_edge_jaccard",0.01543173855583,0.142857142857143,"anchor_module_mean_strength_ratio",-0.124806366546438,3,"perennial",FALSE,"Bradi5g09930.v3.2","Brasyl.9G096800.v2.1","HORVU.MOREX.r3.2HG0167650.V3","HJUBATUM.BCC2055.r1.2H_1G00175050","gene-Bmax_egapxtmp_006620","BMED2_gene-Bmax_egapxtmp_006620","VULPIA.BROMOIDES.r1.ctg23G00280340","gene-Fpra_egapxtmp_010021",5.11417604602276,0.0023319262309291,0,"AT1G76850","exocyst complex component sec5","LOC_Os04g34450","expressed protein",26
"Bradi3g07923","HOG:0005666","perennial",2,1,0.00051222683354019,3,"cytoplasm;transport","module_edge_jaccard",0.014446698343329,0.228571428571429,"anchor_module_mean_strength_ratio",-0.0315628160967295,3,"perennial",FALSE,"Bradi3g07923.v3.2","Brasyl.4G258400.v2.1","HORVU.MOREX.r3.6HG0576880.V3","HJUBATUM.BCC2055.r1.6H_1G00643480","gene-Bmax_egapxtmp_026712","BMED2_gene-Bmax_egapxtmp_026712","VULPIA.BROMOIDES.r1.ctg102G00013380","gene-Fpra_egapxtmp_043838",4.74476447379515,1.05876086574272e-05,0,"","","","",27
"Bradi2g58660","HOG:0025124","perennial",2,1,0.00051222683354019,3,"cytoplasm;transport","matched_edge_correlation",0.00746190021031339,0.371428571428571,"internal_edge_density",0.0202955506065835,3,"annual",FALSE,"Bradi2g58660.v3.2","Brasyl.1G057300.v2.1","HORVU.MOREX.r3.3HG0309540.V3","HJUBATUM.BCC2055.r1.3H_1G00326820","gene-Bmax_egapxtmp_053016","BMED2_gene-Bmax_egapxtmp_053016","VULPIA.BROMOIDES.r1.ctg8G00502880","gene-Fpra_egapxtmp_047553",4.39426571548169,0.00014468387013376,0,"AT1G31730","Adaptin family protein","LOC_Os01g68750","adaptin, putative, expressed",28
"Bradi3g01297","HOG:0011541","perennial",2,1,0.00192618127129579,3,"DNA binding;protein binding","matched_edge_correlation",0.0712464286192959,0.0571428571428571,"recurrent_coverage",0.0833333333333333,4,"annual",FALSE,"Bradi3g01297.v3.2","Brasyl.4G343700.v2.1","HORVU.MOREX.r3.6HG0543700.V3","HJUBATUM.BCC2055.r1.6H_1G00610160","gene-Bmax_egapxtmp_027989","BMED2_gene-Bmax_egapxtmp_027989","VULPIA.BROMOIDES.r1.ctg26G00322740","gene-Fpra_egapxtmp_010409",9.67642081463613,6.91915003998039e-13,0,"AT2G46020","transcription regulatory protein SNF2, putative","LOC_Os02g02290","SNF2 family N-terminal domain containing protein, expressed",29
"Bradi5g26017","HOG:0032765","perennial",2,1,0.00504547220261103,3,"protein binding;zinc ion binding","module_edge_jaccard",0.0231525607633231,0.114285714285714,"recurrent_coverage",0.12962962962963,3,"annual",FALSE,"Bradi5g26017.v3.2","Brasyl.9G286500.v2.1","HORVU.MOREX.r3.2HG0210490.V3","HJUBATUM.BCC2055.r1.2H_1G00223980","gene-Bmax_egapxtmp_004088","BMED2_gene-Bmax_egapxtmp_004088","VULPIA.BROMOIDES.r1.ctg89G00544010","gene-Fpra_egapxtmp_045005",10.035926110526,4.27151707905055e-08,1,"AT5G23110","Zinc finger, C3HC4 type (RING finger) family protein","","",30
"Bradi1g18770","HOG:0006332","perennial",2,1,0.00504547220261103,4,"protein binding;zinc ion binding","matched_edge_correlation",0.0467978055012624,0.142857142857143,"anchor_module_mean_strength_ratio",0.120442572940645,3,"annual",FALSE,"Bradi1g18770.v3.2","Brasyl.6G026100.v2.1","HORVU.MOREX.r3.2HG0116410.V3","HJUBATUM.BCC2055.r1.2H_1G00126320","gene-Bmax_egapxtmp_012881","BMED2_gene-Bmax_egapxtmp_012881","VULPIA.BROMOIDES.r1.ctg9G00556460","gene-Fpra_egapxtmp_012111",8.19098813603794,0.00178702145769106,0,"AT5G12400","DNA binding;zinc ion binding;DNA binding","LOC_Os07g46690","PHD-finger family protein, expressed",31
"Bradi4g07717","HOG:0028145","perennial",2,1,0.00504547220261103,3,"protein binding;zinc ion binding","neighborhood_jaccard",0.0142473028883573,0.2,"internal_edge_density",0.0890612653493482,4,"annual",FALSE,"Bradi4g07717.v3.2","Brasyl.5G095100.v2.1","HORVU.MOREX.r3.5HG0506100.V3","HJUBATUM.BCC2055.r1.5H_1G00554520","gene-Bmax_egapxtmp_036151","BMED2_gene-Bmax_egapxtmp_036151","VULPIA.BROMOIDES.r1.ctg234G00304390","gene-Fpra_egapxtmp_044433",9.48397797653959,4.65617159510096e-07,2,"AT1G08060","ATP-dependent helicase family protein","LOC_Os06g01320","chromo domain containing protein, expressed",32
"Bradi3g57220","HOG:0006139","perennial",1,1,0.00051222683354019,3,"cytoplasm","module_edge_jaccard",0.00861146622114284,0.257142857142857,"anchor_module_mean_strength_ratio",-0.286129177132089,3,"perennial",FALSE,"Bradi3g57220.v3.2","Brasyl.4G044500.v2.1","HORVU.MOREX.r3.6HG0620220.V3","HJUBATUM.BCC2055.r1.6H_1G00684400","gene-Bmax_egapxtmp_027970","BMED2_gene-Bmax_egapxtmp_027970","VULPIA.BROMOIDES.r1.ctg30G00384980","gene-Fpra_egapxtmp_002794",7.75201253969002,2.52163485118463e-09,0,"AT5G49030","tRNA synthetase class I (I, L, M and V) family protein","LOC_Os02g53770","tRNA synthetase class I, putative, expressed",33
"Bradi3g33770","HOG:0026451","perennial",1,1,0.00051222683354019,3,"cytoplasm","module_edge_jaccard",0.105678626928627,0.0285714285714286,"anchor_module_mean_strength_ratio",0.235085916096027,4,"annual",FALSE,"Bradi3g33770.v3.2","Brasyl.3G199700.v2.1","HORVU.MOREX.r3.1HG0057040.V3","HJUBATUM.BCC2055.r1.1H_1G00052080","gene-Bmax_egapxtmp_014573","BMED2_gene-Bmax_egapxtmp_014573","VULPIA.BROMOIDES.r1.ctg22G00238690","gene-Fpra_egapxtmp_018747",20.846175106012,0.0366929100781217,0,"AT2G44650","chloroplast chaperonin 10","LOC_Os10g41710","chaperonin, putative, expressed",34
"Bradi3g57750","HOG:0026340","perennial",1,1,0.00051222683354019,3,"cytoplasm","neighborhood_jaccard",-0.00408929423548643,0.514285714285714,"anchor_module_mean_strength_ratio",-0.0790102087080625,2,"perennial",FALSE,"Bradi3g57750.v3.2","Brasyl.4G038600.v2.1","HORVU.MOREX.r3.5HG0446870.V3","HJUBATUM.BCC2055.r1.5H_1G00495820","gene-Bmax_egapxtmp_045831","BMED2_gene-Bmax_egapxtmp_045831","VULPIA.BROMOIDES.r1.ctg8G00519540","gene-Fpra_egapxtmp_004629",86.7902932875257,0.00302375763425811,0,"AT5G53850","haloacid dehalogenase-like hydrolase family protein","LOC_Os11g29370","haloacid dehalogenase-like hydrolase family protein, putative, expressed",35
"Bradi1g54200","HOG:0021943","perennial",1,1,0.00051222683354019,3,"cytoplasm","matched_edge_mean_abs_log_threshold_distance",-0.00017237770888956,0.657142857142857,"anchor_module_mean_strength_ratio",0.074290547344934,3,"annual",FALSE,"Bradi1g54200.v3.2","Brasyl.6G163400.v2.1","HORVU.MOREX.r3.7HG0726790.V3","HJUBATUM.BCC2055.r1.7H_1G00795230","gene-Bmax_egapxtmp_005006","BMED2_gene-Bmax_egapxtmp_005006","VULPIA.BROMOIDES.r1.ctg123G00048560","gene-Fpra_egapxtmp_003001",4.52131278070195,0.0414930991463333,1,"AT5G66680","dolichyl-diphosphooligosaccharide-protein glycosyltransferase 48kDa subunit family protein","LOC_Os07g10830","dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDasubunit precursor, putative, expressed",36
"Bradi1g46596","HOG:0010703","perennial",1,1,0.00051222683354019,2,"cytoplasm","module_edge_jaccard",0.0555635960652409,0.228571428571429,"internal_edge_density",0.0721139971139972,3,"annual",FALSE,"Bradi1g46596.v3.2","Brasyl.4G014700.v2.1","HORVU.MOREX.r3.5HG0480620.V3","HJUBATUM.BCC2055.r1.7H_1G00735730","gene-Bmax_egapxtmp_001956","BMED2_gene-Bmax_egapxtmp_001956","VULPIA.BROMOIDES.r1.ctg15G00110710","gene-Fpra_egapxtmp_020764",13.8956414259732,0.0172463315199586,4,"AT5G20720","chaperonin 20","LOC_Os06g09679","chaperonin, putative, expressed",37
"Bradi1g37790","HOG:0016636","perennial",1,1,0.00051222683354019,3,"cytoplasm","neighborhood_jaccard",0.00828304032585653,0.142857142857143,"internal_edge_density",-0.0357884721528378,4,"perennial",FALSE,"Bradi1g37790.v3.2","Brasyl.3G200500.v2.1","HORVU.MOREX.r3.4HG0397450.V3","HJUBATUM.BCC2055.r1.1H_1G00050470","gene-Bmax_egapxtmp_000224","BMED2_gene-Bmax_egapxtmp_000224","VULPIA.BROMOIDES.r1.ctg10G00002560","gene-Fpra_egapxtmp_002316",5.28120741007711,2.10870252625461e-20,4,"AT1G24510","TCP-1/cpn60 chaperonin family protein","","",38
"Bradi1g48010","HOG:0026361","perennial",1,1,0.00051222683354019,4,"cytoplasm","matched_edge_mean_abs_log_threshold_distance",-0.000355759886523893,0.628571428571429,"internal_edge_density",-0.0352483376281669,2,"perennial",FALSE,"Bradi1g48010.v3.2","Brasyl.4G078500.v2.1","HORVU.MOREX.r3.6HG0626650.V3","HJUBATUM.BCC2055.r1.6H_1G00693400","gene-Bmax_egapxtmp_026978","BMED2_gene-Bmax_egapxtmp_026978","VULPIA.BROMOIDES.r1.ctg30G00379720","gene-Fpra_egapxtmp_014157",3.51991804933971,0.0114343069018457,1,"AT3G05530","regulatory particle triple-A ATPase 5A","LOC_Os06g07630","26S protease regulatory subunit 6A, putative, expressed",39
"Bradi1g57635","HOG:0025848","perennial",1,1,0.00192618127129579,3,"DNA binding","module_edge_jaccard",0.021801037972032,0.228571428571429,"anchor_module_mean_strength_ratio",0.0994181588737752,3,"annual",FALSE,"Bradi1g57635.v3.2","Brasyl.6G207200.v2.1","HORVU.MOREX.r3.7HG0748860.V3","HJUBATUM.BCC2055.r1.7H_1G00826200","gene-Bmax_egapxtmp_058018","BMED2_gene-Bmax_egapxtmp_058018","VULPIA.BROMOIDES.r1.ctg4G00414950","gene-Fpra_egapxtmp_035238",8.02472282520457,0.000156295980641291,2,"AT3G12810","SNF2 domain-containing protein / helicase domain-containing protein","LOC_Os02g46450","helicase conserved C-terminal domain containing protein, expressed",40
"Bradi2g14375","HOG:0010482","perennial",1,1,0.00192618127129579,4,"DNA binding","matched_edge_mean_abs_log_threshold_distance",0.00119913570456123,0.228571428571429,"internal_edge_density",0.0700798466693824,3,"annual",FALSE,"Bradi2g14375.v3.2","Brasyl.8G005900.v2.1","HORVU.MOREX.r3.1HG0094760.V3","HJUBATUM.BCC2055.r1.1H_1G00098370","gene-Bmax_egapxtmp_022057","BMED2_gene-Bmax_egapxtmp_022057","VULPIA.BROMOIDES.r1.ctg100G00006910","gene-Fpra_egapxtmp_023657",10.3743117226595,2.61395503127523e-05,1,"AT3G24880","Helicase/SANT-associated, DNA binding protein","","",41
"Bradi3g59577","HOG:0032903","perennial",1,1,0.00192618127129579,4,"DNA binding","matched_edge_correlation",0.129828280841582,0.0571428571428571,"anchor_module_mean_strength_ratio",-0.0630601760699425,2,"perennial",FALSE,"Bradi3g59577.v3.2","Brasyl.4G020700.v2.1","HORVU.MOREX.r3.6HG0615660.V3","HJUBATUM.BCC2055.r1.6H_1G00677790","gene-Bmax_egapxtmp_028614","BMED2_gene-Bmax_egapxtmp_028614","VULPIA.BROMOIDES.r1.ctg30G00391620","gene-Fpra_egapxtmp_040204",9.75118419928434,5.31486554364546e-05,0,"AT3G48060","BAH domain ;TFIIS helical bundle-like domain","LOC_Os02g50840","BAH domain containing protein, putative, expressed",42
"Bradi2g41720","HOG:0010481","perennial",1,1,0.00192618127129579,4,"DNA binding","matched_edge_correlation",0.053095470741484,0.0857142857142857,"recurrent_coverage",0.0462962962962963,3,"annual",FALSE,"Bradi2g41720.v3.2","Brasyl.1G251100.v2.1","HORVU.MOREX.r3.3HG0267440.V3","HJUBATUM.BCC2055.r1.3H_1G00288290","gene-Bmax_egapxtmp_054789","BMED2_gene-Bmax_egapxtmp_054789","VULPIA.BROMOIDES.r1.ctg8G00540780","gene-Fpra_egapxtmp_018479",10.2758009136757,1.43400663249576e-05,0,"AT3G24880","Helicase/SANT-associated, DNA binding protein","","",43
"Bradi2g16647","HOG:0026742","perennial",1,1,0.00192618127129579,4,"DNA binding","matched_edge_mean_abs_log_threshold_distance",-1.83778379589244e-05,0.571428571428571,"internal_edge_density",-0.0446000420200192,3,"perennial",FALSE,"Bradi2g16647.v3.2","Brasyl.8G032800.v2.1","HORVU.MOREX.r3.1HG0087450.V3","HJUBATUM.BCC2055.r1.1H_1G00088530","gene-Bmax_egapxtmp_016983","BMED2_gene-Bmax_egapxtmp_016983","VULPIA.BROMOIDES.r1.ctg18G00210110","gene-Fpra_egapxtmp_001682",8.45125644422592,0.0019184856835251,4,"AT5G44180","Homeodomain-like transcriptional regulator","LOC_Os05g48820","DDT, putative, expressed",44
"Bradi3g59560","HOG:0032904","perennial",1,1,0.00192618127129579,4,"DNA binding","matched_edge_correlation",0.037994961352255,0.285714285714286,"internal_edge_density",-0.0134365120654749,3,"perennial",FALSE,"Bradi3g59560.v3.2","Brasyl.4G020800.v2.1","HORVU.MOREX.r3.6HG0615650.V3","HJUBATUM.BCC2055.r1.6H_1G00677750","gene-Bmax_egapxtmp_026365","BMED2_gene-Bmax_egapxtmp_026365","VULPIA.BROMOIDES.r1.ctg30G00391600","gene-Fpra_egapxtmp_009251",8.28154759846543,0.000263958389903285,0,"AT3G48060","BAH domain ;TFIIS helical bundle-like domain","","",45
"Bradi0012s00100","HOG:0033476","perennial",1,1,0.00323514598498051,4,"translation","neighborhood_jaccard",0.00491059288502291,0.4,"internal_edge_density",0.0846399692947007,4,"annual",FALSE,"Bradi0012s00100.v3.2","Brasyl.2G152100.v2.1","HORVU.MOREX.r3.2HG0107850.V3","HJUBATUM.BCC2055.r1.2H_1G00117750","gene-Bmax_egapxtmp_007304","BMED2_gene-Bmax_egapxtmp_005816","VULPIA.BROMOIDES.r1.ctg9G00561880","gene-Fpra_egapxtmp_007683",7.14257289891205,0.00520879225343423,5,"AT1G07920","GTP binding Elongation factor Tu family protein","LOC_Os03g08010","elongation factor Tu, putative, expressed",46
"Bradi1g30610","HOG:0006208","perennial",1,1,0.00323514598498051,4,"translation","neighborhood_jaccard",0.0149466111725476,0.171428571428571,"anchor_module_mean_strength_ratio",-0.0820411947994708,2,"perennial",FALSE,"Bradi1g30610.v3.2","Brasyl.7G236900.v2.1","HORVU.MOREX.r3.7HG0744860.V3","HJUBATUM.BCC2055.r1.7H_1G00819410","gene-Bmax_egapxtmp_057780","BMED2_gene-Bmax_egapxtmp_057780","VULPIA.BROMOIDES.r1.ctg4G00417280","gene-Fpra_egapxtmp_011542",6.33279436537652,4.63852568063173e-07,0,"AT4G10320","tRNA synthetase class I (I, L, M and V) family protein","LOC_Os06g43760","tRNA synthetase class I, putative, expressed",47
"Bradi1g63310","HOG:0000096","perennial",1,1,0.00323514598498051,3,"translation","neighborhood_jaccard",0.0109850885193509,0.257142857142857,"internal_edge_density",0.032903573601248,3,"annual",FALSE,"Bradi1g63310.v3.2","Brasyl.2G178100.v2.1","HORVU.MOREX.r3.4HG0378950.V3","HJUBATUM.BCC2055.r1.4H_1G00411720","gene-Bmax_egapxtmp_041512","BMED2_gene-Bmax_egapxtmp_041512","VULPIA.BROMOIDES.r1.ctg16G00131460","gene-Fpra_egapxtmp_000079",6.37280436373637,6.67831865394397e-09,0,"AT5G20920","eukaryotic translation initiation factor 2 beta subunit","LOC_Os03g21550","eukaryotic translation initiation factor 2 subunit beta, putative, expressed",48
"Bradi1g18710","HOG:0026397","perennial",1,1,0.00323514598498051,3,"translation","neighborhood_jaccard",0.00932175898993443,0.314285714285714,"internal_edge_density",0.010113260084498,3,"annual",FALSE,"Bradi1g18710.v3.2","Brasyl.6G025100.v2.1","HORVU.MOREX.r3.2HG0116210.V3","HJUBATUM.BCC2055.r1.2H_1G00126160","gene-Bmax_egapxtmp_004924","BMED2_gene-Bmax_egapxtmp_004924","VULPIA.BROMOIDES.r1.ctg127G00060980","gene-Fpra_egapxtmp_014302",6.48431216886462,2.3643193002153e-06,2,"AT5G12110","Glutathione S-transferase, C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6","LOC_Os07g46750","elongation factor protein, putative, expressed",49
"Bradi1g58340","HOG:0016116","perennial",1,1,0.00504547220261103,3,"protein binding","matched_edge_mean_abs_log_threshold_distance",0.000970112657326213,0.142857142857143,"anchor_module_mean_strength_ratio",-0.299432486044256,4,"perennial",FALSE,"Bradi1g58340.v3.2","Brasyl.6G215900.v2.1","HORVU.MOREX.r3.2HG0153420.V3","HJUBATUM.BCC2055.r1.2H_1G00162960","gene-Bmax_egapxtmp_012320","BMED2_gene-Bmax_egapxtmp_012320","VULPIA.BROMOIDES.r1.ctg23G00269230","gene-Fpra_egapxtmp_024096",6.19283145558359,0.00271739998404555,1,"AT2G34680","Outer arm dynein light chain 1 protein","","",50
"Bradi1g00580","HOG:0011775","perennial",1,1,0.00504547220261103,3,"protein binding","neighborhood_jaccard",0.0054744673193562,0.371428571428571,"anchor_module_mean_strength_ratio",0.257014028259799,3,"annual",FALSE,"Bradi1g00580.v3.2","Brasyl.2G420800.v2.1","HORVU.MOREX.r3.5HG0537810.V3","HJUBATUM.BCC2055.r1.5H_1G00599080","gene-Bmax_egapxtmp_041433","BMED2_gene-Bmax_egapxtmp_041433","VULPIA.BROMOIDES.r1.ctg96G00571160","gene-Fpra_egapxtmp_015832",6.85773034376142,0.0396280854807411,0,"AT1G16270","Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain","","",51
"Bradi1g43097","HOG:0027351","perennial",1,1,0.00504547220261103,3,"protein binding","module_edge_jaccard",0.01842048044941,0.228571428571429,"anchor_module_mean_strength_ratio",0.223230214727976,3,"annual",FALSE,"Bradi1g43097.v3.2","Brasyl.4G052800.v2.1","HORVU.MOREX.r3.6HG0610930.V3","HJUBATUM.BCC2055.r1.6H_1G00672680","gene-Bmax_egapxtmp_028597","BMED2_gene-Bmax_egapxtmp_028597","VULPIA.BROMOIDES.r1.ctg266G00337550","gene-Fpra_egapxtmp_027328",5.36674875819543,0.00119491037462052,1,"AT3G13290","varicose-related","LOC_Os06g19660","WD domain, G-beta repeat domain containing protein, expressed",52
"Bradi1g19650","HOG:0026019","perennial",1,1,0.00504547220261103,4,"protein binding","matched_edge_correlation",0.0070662379082222,0.4,"anchor_module_mean_strength_ratio",0.20328948065338,3,"annual",FALSE,"Bradi1g19650.v3.2","Brasyl.6G034500.v2.1","HORVU.MOREX.r3.2HG0119100.V3","HJUBATUM.BCC2055.r1.2H_1G00129660","gene-Bmax_egapxtmp_012253","BMED2_gene-Bmax_egapxtmp_012253","VULPIA.BROMOIDES.r1.ctg9G00554440","gene-Fpra_egapxtmp_015078",10.095827409239,6.35682885375178e-06,0,"AT4G36080","phosphotransferases, alcohol group as acceptor;binding;inositol or phosphatidylinositol kinases","","",53
"Bradi3g53280","HOG:0026507","perennial",1,1,0.00504547220261103,4,"protein binding","module_edge_jaccard",0.0115896710991609,0.2,"anchor_module_mean_strength_ratio",0.202074959533632,3,"annual",FALSE,"Bradi3g53280.v3.2","Brasyl.4G094100.v2.1","HORVU.MOREX.r3.6HG0609380.V3","HJUBATUM.BCC2055.r1.6H_1G00671380","gene-Bmax_egapxtmp_027140","BMED2_gene-Bmax_egapxtmp_027140","VULPIA.BROMOIDES.r1.ctg31G00405890","gene-Fpra_egapxtmp_014066",5.41977426502751,0.000924270700930943,0,"AT5G65950","(1 of 1) PTHR14374 - FOIE GRAS","LOC_Os02g48380","expressed protein",54
